@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute inputs-101 numeric
@attribute inputs-102 numeric
@attribute inputs-103 numeric
@attribute inputs-104 numeric
@attribute inputs-105 numeric
@attribute inputs-106 numeric
@attribute inputs-107 numeric
@attribute inputs-108 numeric
@attribute inputs-109 numeric
@attribute inputs-110 numeric
@attribute inputs-111 numeric
@attribute inputs-112 numeric
@attribute inputs-113 numeric
@attribute inputs-114 numeric
@attribute inputs-115 numeric
@attribute inputs-116 numeric
@attribute inputs-117 numeric
@attribute inputs-118 numeric
@attribute inputs-119 numeric
@attribute inputs-120 numeric
@attribute inputs-121 numeric
@attribute inputs-122 numeric
@attribute inputs-123 numeric
@attribute inputs-124 numeric
@attribute inputs-125 numeric
@attribute inputs-126 numeric
@attribute inputs-127 numeric
@attribute inputs-128 numeric
@attribute inputs-129 numeric
@attribute inputs-130 numeric
@attribute inputs-131 numeric
@attribute inputs-132 numeric
@attribute inputs-133 numeric
@attribute inputs-134 numeric
@attribute inputs-135 numeric
@attribute inputs-136 numeric
@attribute inputs-137 numeric
@attribute inputs-138 numeric
@attribute inputs-139 numeric
@attribute inputs-140 numeric
@attribute inputs-141 numeric
@attribute inputs-142 numeric
@attribute inputs-143 numeric
@attribute inputs-144 numeric
@attribute inputs-145 numeric
@attribute inputs-146 numeric
@attribute inputs-147 numeric
@attribute inputs-148 numeric
@attribute inputs-149 numeric
@attribute inputs-150 numeric
@attribute inputs-151 numeric
@attribute inputs-152 numeric
@attribute inputs-153 numeric
@attribute inputs-154 numeric
@attribute inputs-155 numeric
@attribute inputs-156 numeric
@attribute inputs-157 numeric
@attribute inputs-158 numeric
@attribute inputs-159 numeric
@attribute inputs-160 numeric
@attribute inputs-161 numeric
@attribute inputs-162 numeric
@attribute inputs-163 numeric
@attribute inputs-164 numeric
@attribute inputs-165 numeric
@attribute inputs-166 numeric
@attribute inputs-167 numeric
@attribute inputs-168 numeric
@attribute inputs-169 numeric
@attribute inputs-170 numeric
@attribute inputs-171 numeric
@attribute inputs-172 numeric
@attribute inputs-173 numeric
@attribute inputs-174 numeric
@attribute inputs-175 numeric
@attribute inputs-176 numeric
@attribute inputs-177 numeric
@attribute inputs-178 numeric
@attribute inputs-179 numeric
@attribute inputs-180 numeric
@attribute inputs-181 numeric
@attribute inputs-182 numeric
@attribute inputs-183 numeric
@attribute inputs-184 numeric
@attribute inputs-185 numeric
@attribute inputs-186 numeric
@attribute inputs-187 numeric
@attribute inputs-188 numeric
@attribute inputs-189 numeric
@attribute inputs-190 numeric
@attribute inputs-191 numeric
@attribute inputs-192 numeric
@attribute inputs-193 numeric
@attribute inputs-194 numeric
@attribute inputs-195 numeric
@attribute inputs-196 numeric
@attribute outputs-1 {0,1,2}

@data
467,'2019/01/30 16:09:24:153',2,0,4,172,0,0,0,0,0,0,0,0,0,0,0,0,31,172,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,0,0,0,0,0,0,0,0,0,0,0,107,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,95,0,0,0,0,0,0,0,0,0,0,0,0,172,144,0,0,0,0,0,0,0,0,0,0,69,69,172,69,69,69,69,69,69,69,69,69,69,69,24,49,150,67,12,37,43,43,43,67,14,73,24,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
468,'2019/01/30 16:09:24:266',2,0,3,117,0,0,0,0,0,0,0,0,0,0,0,0,4,172,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,0,0,0,0,0,0,0,0,0,0,0,161,157,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,172,0,0,0,0,0,0,0,0,0,2,172,25,117,172,0,0,0,0,0,0,0,0,0,2,172,25,117,172,69,69,69,69,69,69,69,69,69,69,172,69,32,172,73,49,55,32,37,55,18,86,37,64,172,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
469,'2019/01/30 16:09:24:379',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,172,0,0,0,0,0,0,0,0,0,0,0,0,20,172,0,0,0,0,0,0,0,0,0,5,20,0,172,172,0,0,0,0,0,0,0,0,0,24,20,0,172,172,0,0,0,0,0,0,0,0,0,0,0,0,110,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,13,0,0,0,0,0,0,0,0,0,0,0,0,172,128,0,0,0,0,0,0,0,0,0,0,0,0,172,166,0,0,69,69,69,69,69,69,73,69,69,69,172,69,69,69,43,37,16,64,28,49,73,64,49,50,172,86,49,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
470,'2019/01/30 16:09:24:494',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,0,0,0,0,0,0,0,0,0,0,0,9,22,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,172,0,0,0,0,0,161,161,0,0,0,0,0,116,172,0,0,0,0,0,172,172,0,0,0,0,0,172,172,0,0,0,0,0,172,172,0,0,0,0,69,172,172,69,69,69,69,69,161,161,69,86,89,83,0,106,37,37,61,55,80,24,166,161,49,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
471,'2019/01/30 16:09:24:607',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,20,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,172,0,0,0,0,172,0,0,0,0,0,0,0,116,172,0,0,0,172,172,0,0,0,0,0,0,0,172,172,0,0,0,172,172,0,0,0,0,0,0,69,172,172,69,69,69,69,172,69,69,86,80,69,69,48,4,131,9,67,0,64,172,86,18,37,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
472,'2019/01/30 16:09:24:696',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,24,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,172,0,0,94,172,0,0,0,0,0,0,0,0,116,172,0,0,117,172,0,0,0,0,0,0,0,0,172,172,0,0,172,172,0,0,0,0,0,0,0,69,172,172,69,69,108,172,69,91,86,100,69,69,69,49,106,28,73,24,131,172,61,18,49,24,49,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
473,'2019/01/30 16:09:24:719',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,23,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,172,0,0,0,0,0,0,0,0,0,0,0,0,106,172,0,0,172,17,0,0,0,0,0,0,0,0,172,172,0,0,172,150,0,0,0,0,0,0,0,0,172,172,0,0,172,172,0,0,0,0,0,0,0,69,103,128,69,69,172,69,69,86,75,83,69,69,69,49,73,69,61,60,172,92,49,43,0,43,73,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
474,'2019/01/30 16:09:24:836',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,172,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,0,0,0,0,0,0,0,20,22,0,0,172,172,0,0,0,0,0,0,0,13,24,23,0,0,95,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,172,0,0,0,0,0,0,0,0,0,0,0,0,117,172,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,0,0,0,0,0,0,0,0,69,69,69,108,172,69,91,86,100,69,69,69,69,69,28,73,24,131,172,61,18,49,24,49,18,24,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
475,'2019/01/30 16:09:24:951',2,0,4,172,0,0,0,0,0,0,0,0,0,0,0,0,157,172,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,0,0,0,0,0,0,0,0,0,0,0,117,172,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,23,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,0,0,0,0,0,0,0,0,0,0,69,69,161,69,69,89,83,69,69,69,69,69,69,69,0,69,166,73,18,24,0,61,24,16,24,55,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
476,'2019/01/30 16:09:25:064',2,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,4,172,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,0,0,0,0,0,0,0,0,0,0,0,167,139,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,23,25,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,18,0,0,0,0,0,0,0,0,0,0,0,0,172,161,0,0,0,0,0,0,0,0,0,0,0,0,172,161,0,0,0,0,0,0,0,0,0,0,0,0,172,69,69,86,80,80,69,69,69,69,69,69,69,73,172,86,49,37,0,73,0,24,24,49,67,31,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
477,'2019/01/30 16:09:25:173',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,172,0,0,0,0,0,0,0,20,23,0,0,0,172,172,0,0,0,0,0,0,5,21,26,0,0,0,172,172,0,0,0,0,0,0,0,0,0,0,0,0,172,141,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,69,90,98,102,69,69,69,69,69,69,69,80,161,69,37,49,0,49,55,24,24,37,61,21,55,25,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
478,'2019/01/30 16:09:25:280',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,0,0,0,0,0,0,0,0,0,0,0,14,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,172,0,0,0,0,0,0,0,172,20,0,0,0,116,172,0,0,0,0,0,0,0,172,172,0,0,0,172,172,0,0,0,0,0,0,0,172,172,0,0,91,172,172,69,69,69,69,69,69,69,172,69,69,69,49,106,49,18,21,24,55,21,49,50,172,74,41,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
479,'2019/01/30 16:09:25:390',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,23,24,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,172,0,0,0,0,0,0,172,0,0,0,0,0,116,172,0,0,0,0,0,117,172,0,0,0,0,0,172,172,0,0,0,0,0,117,172,0,0,0,0,80,172,172,69,69,69,69,69,73,172,69,69,86,90,37,73,131,24,49,67,16,41,24,172,0,69,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
480,'2019/01/30 16:09:25:502',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,22,26,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,172,0,0,0,0,172,15,0,0,0,0,0,0,116,172,0,0,0,0,172,139,0,0,0,0,0,0,172,172,0,0,0,0,172,139,0,0,0,0,0,69,172,172,69,69,69,69,172,69,69,69,86,81,69,24,106,49,37,21,49,37,172,73,46,73,49,21,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
481,'2019/01/30 16:09:25:618',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,0,0,0,0,0,0,0,0,0,0,0,14,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,172,0,0,2,172,0,0,0,0,0,0,0,0,116,172,0,0,172,172,0,0,0,0,0,0,0,0,172,172,0,0,172,172,0,0,0,0,0,0,0,69,172,172,69,69,73,172,69,69,86,91,82,69,69,24,43,131,49,50,63,172,37,41,55,49,73,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
482,'2019/01/30 16:09:25:619',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,0,0,0,0,0,0,0,0,0,0,0,12,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,172,0,0,172,94,0,0,0,0,0,0,0,0,116,172,0,0,172,117,0,0,0,0,0,0,0,0,172,172,0,0,172,172,0,0,0,0,0,0,0,69,172,172,69,69,172,108,69,69,88,70,70,69,69,12,49,131,37,28,172,94,55,73,0,49,55,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
483,'2019/01/30 16:09:25:741',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,172,0,0,0,0,0,0,0,0,0,0,0,0,66,172,0,0,0,0,0,0,22,0,0,0,0,0,172,172,0,0,0,0,0,20,20,24,0,0,0,0,172,172,0,0,0,0,0,0,0,0,0,0,0,0,113,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,0,0,0,0,0,0,0,0,69,69,69,69,172,69,69,86,70,81,69,69,69,69,37,21,49,42,172,21,46,73,49,67,43,37,43,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
484,'2019/01/30 16:09:25:852',2,0,4,172,0,0,0,0,0,0,0,0,0,0,0,0,31,172,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,0,0,0,0,0,0,0,0,0,0,0,107,126,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,20,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,11,0,0,0,0,0,0,0,0,0,0,0,0,172,117,0,0,0,0,0,0,0,0,0,0,0,0,172,117,0,0,0,0,0,0,0,0,0,0,69,69,172,69,69,69,88,70,69,69,69,69,69,69,37,28,172,61,55,73,49,21,55,37,31,55,50,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
485,'2019/01/30 16:09:25:955',2,0,4,172,0,0,0,0,0,0,0,0,0,0,0,0,157,172,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,0,0,0,0,0,0,0,0,0,0,0,117,172,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,12,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,172,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,0,0,0,0,0,0,0,0,0,0,0,86,172,69,69,97,89,70,69,69,69,86,69,69,69,58,172,43,50,43,49,67,64,24,61,24,61,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
486,'2019/01/30 16:09:26:057',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,172,0,0,0,0,0,0,0,0,0,0,0,0,136,172,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,0,0,0,0,22,1,0,0,0,0,0,172,172,0,0,0,0,23,22,25,0,0,0,0,0,112,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,69,86,90,80,69,69,69,69,69,69,69,69,69,0,69,61,31,37,48,23,73,24,67,23,64,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
487,'2019/01/30 16:09:26:164',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,20,24,20,0,0,0,0,0,4,172,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,0,0,0,0,0,0,0,0,121,172,0,95,139,0,0,0,0,0,0,0,0,2,172,172,69,91,86,69,69,69,69,69,69,69,69,69,172,172,55,24,24,43,54,49,73,14,69,18,60,31,123,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
488,'2019/01/30 16:09:26:266',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,0,0,0,0,0,0,0,0,0,0,0,0,24,23,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,172,0,0,0,0,0,0,0,0,0,0,0,0,116,172,0,0,0,0,0,0,0,128,172,0,0,0,172,172,0,0,0,0,0,0,0,172,172,0,0,92,172,172,69,69,69,69,69,69,69,172,172,69,73,31,106,59,23,73,24,69,23,55,37,128,172,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
489,'2019/01/30 16:09:26:369',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,0,0,0,0,0,0,0,0,0,0,0,12,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,172,0,0,0,0,0,0,0,0,0,0,0,0,116,172,0,0,0,0,0,0,172,149,0,0,0,0,172,172,0,0,0,0,0,0,172,172,0,0,0,78,172,172,69,92,69,69,69,69,172,172,92,69,69,73,64,131,55,18,67,24,37,49,172,149,49,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
490,'2019/01/30 16:09:26:472',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,20,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,172,0,0,0,0,0,0,0,0,0,0,0,0,116,172,0,0,0,0,150,172,0,0,0,0,0,0,172,172,0,0,0,0,172,172,0,0,0,0,0,69,172,172,69,69,69,69,172,172,69,86,69,69,69,32,49,131,60,32,46,49,150,172,49,0,67,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
491,'2019/01/30 16:09:26:584',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,24,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,172,0,0,0,0,0,0,0,0,0,0,0,0,116,172,0,0,0,121,172,0,0,0,0,0,0,0,172,172,0,0,2,172,172,0,0,0,0,0,0,69,172,172,69,69,69,172,172,69,69,69,69,69,69,73,106,69,18,60,31,123,172,43,24,73,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
492,'2019/01/30 16:09:26:646',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,0,0,0,0,0,0,0,0,0,0,0,0,24,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,172,0,0,0,0,0,0,0,0,0,0,0,0,116,172,0,0,139,172,0,0,0,0,0,0,0,0,172,172,0,1,172,172,0,0,0,0,0,0,0,69,172,172,69,69,172,172,69,69,69,69,69,69,69,14,106,24,69,31,139,172,31,24,67,24,24,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?
